Input file,Prediction
./images/test\Paris_crop_96.png,Barcelona.jpg
./images/test\Paris_crop_97.png,Barcelona.jpg
./images/test\Paris_crop_98.png,Barcelona.jpg
./images/test\Paris_crop_99.png,Barcelona.jpg
./images/test\Riga_crop_0.png,Barcelona.jpg
./images/test\Riga_crop_1.png,Barcelona.jpg
./images/test\Riga_crop_10.png,Barcelona.jpg
./images/test\Riga_crop_11.png,Barcelona.jpg
./images/test\Riga_crop_12.png,Barcelona.jpg
./images/test\Riga_crop_13.png,Barcelona.jpg
./images/test\Riga_crop_14.png,Barcelona.jpg
./images/test\Riga_crop_15.png,Barcelona.jpg
./images/test\Riga_crop_16.png,Barcelona.jpg
./images/test\Riga_crop_17.png,Barcelona.jpg
./images/test\Riga_crop_18.png,Barcelona.jpg
./images/test\Riga_crop_2.png,Barcelona.jpg
./images/test\Riga_crop_20.png,Barcelona.jpg
./images/test\Riga_crop_21.png,Barcelona.jpg
./images/test\Riga_crop_23.png,Barcelona.jpg
./images/test\Riga_crop_24.png,Stockholm.jpg
./images/test\Riga_crop_25.png,Barcelona.jpg
./images/test\Riga_crop_26.png,Barcelona.jpg
./images/test\Riga_crop_27.png,Barcelona.jpg
./images/test\Riga_crop_3.png,Barcelona.jpg
./images/test\Riga_crop_30.png,Barcelona.jpg
./images/test\Riga_crop_31.png,Barcelona.jpg
./images/test\Riga_crop_32.png,Barcelona.jpg
./images/test\Riga_crop_34.png,Barcelona.jpg
./images/test\Riga_crop_35.png,Barcelona.jpg
./images/test\Riga_crop_36.png,Barcelona.jpg
./images/test\Riga_crop_37.png,Stockholm.jpg
./images/test\Riga_crop_38.png,Stockholm.jpg
./images/test\Riga_crop_39.png,Barcelona.jpg
./images/test\Riga_crop_4.png,Barcelona.jpg
./images/test\Riga_crop_40.png,Barcelona.jpg
./images/test\Riga_crop_41.png,Barcelona.jpg
./images/test\Riga_crop_42.png,Barcelona.jpg
./images/test\Riga_crop_44.png,Barcelona.jpg
./images/test\Riga_crop_46.png,Barcelona.jpg
./images/test\Riga_crop_47.png,Barcelona.jpg
./images/test\Riga_crop_48.png,Barcelona.jpg
./images/test\Riga_crop_5.png,Barcelona.jpg
./images/test\Riga_crop_52.png,Barcelona.jpg
./images/test\Riga_crop_53.png,Barcelona.jpg
./images/test\Riga_crop_54.png,Barcelona.jpg
./images/test\Riga_crop_55.png,Barcelona.jpg
./images/test\Riga_crop_56.png,Barcelona.jpg
./images/test\Riga_crop_57.png,Barcelona.jpg
./images/test\Riga_crop_59.png,Barcelona.jpg
./images/test\Riga_crop_6.png,Barcelona.jpg
./images/test\Riga_crop_60.png,Barcelona.jpg
./images/test\Riga_crop_61.png,Barcelona.jpg
./images/test\Riga_crop_62.png,Barcelona.jpg
./images/test\Riga_crop_64.png,Stockholm.jpg
./images/test\Riga_crop_66.png,Barcelona.jpg
./images/test\Riga_crop_67.png,Barcelona.jpg
./images/test\Riga_crop_68.png,Barcelona.jpg
./images/test\Riga_crop_69.png,Barcelona.jpg
./images/test\Riga_crop_7.png,Barcelona.jpg
./images/test\Riga_crop_70.png,Barcelona.jpg
./images/test\Riga_crop_71.png,Stockholm.jpg
./images/test\Riga_crop_73.png,Barcelona.jpg
./images/test\Riga_crop_75.png,Barcelona.jpg
./images/test\Riga_crop_76.png,Barcelona.jpg
./images/test\Riga_crop_77.png,Barcelona.jpg
./images/test\Riga_crop_78.png,Barcelona.jpg
./images/test\Riga_crop_79.png,Barcelona.jpg
./images/test\Riga_crop_8.png,Barcelona.jpg
./images/test\Riga_crop_81.png,Barcelona.jpg
./images/test\Riga_crop_82.png,Barcelona.jpg
./images/test\Riga_crop_83.png,Barcelona.jpg
./images/test\Riga_crop_84.png,Barcelona.jpg
./images/test\Riga_crop_85.png,Barcelona.jpg
./images/test\Riga_crop_86.png,Barcelona.jpg
./images/test\Riga_crop_87.png,Barcelona.jpg
./images/test\Riga_crop_88.png,Barcelona.jpg
./images/test\Riga_crop_89.png,Barcelona.jpg
./images/test\Riga_crop_9.png,Barcelona.jpg
./images/test\Riga_crop_90.png,Barcelona.jpg
./images/test\Riga_crop_92.png,Stockholm.jpg
./images/test\Riga_crop_93.png,Barcelona.jpg
./images/test\Riga_crop_94.png,Barcelona.jpg
./images/test\Riga_crop_96.png,Barcelona.jpg
./images/test\Riga_crop_97.png,Stockholm.jpg
./images/test\Riga_crop_98.png,Barcelona.jpg
./images/test\Riga_crop_99.png,Barcelona.jpg
./images/test\Stockholm_crop_0.png,Barcelona.jpg
./images/test\Stockholm_crop_1.png,Barcelona.jpg
./images/test\Stockholm_crop_10.png,Barcelona.jpg
./images/test\Stockholm_crop_11.png,Barcelona.jpg
./images/test\Stockholm_crop_12.png,Barcelona.jpg
./images/test\Stockholm_crop_13.png,Barcelona.jpg
./images/test\Stockholm_crop_14.png,Barcelona.jpg
./images/test\Stockholm_crop_15.png,Barcelona.jpg
./images/test\Stockholm_crop_16.png,Barcelona.jpg
./images/test\Stockholm_crop_17.png,Barcelona.jpg
./images/test\Stockholm_crop_18.png,Barcelona.jpg
./images/test\Stockholm_crop_19.png,Barcelona.jpg
./images/test\Stockholm_crop_2.png,Barcelona.jpg
./images/test\Stockholm_crop_20.png,Barcelona.jpg
./images/test\Stockholm_crop_21.png,Barcelona.jpg
./images/test\Stockholm_crop_22.png,Barcelona.jpg
./images/test\Stockholm_crop_24.png,Barcelona.jpg
./images/test\Stockholm_crop_25.png,Barcelona.jpg
./images/test\Stockholm_crop_26.png,Barcelona.jpg
./images/test\Stockholm_crop_27.png,Barcelona.jpg
./images/test\Stockholm_crop_29.png,Barcelona.jpg
./images/test\Stockholm_crop_3.png,Barcelona.jpg
./images/test\Stockholm_crop_30.png,Stockholm.jpg
./images/test\Stockholm_crop_31.png,Stockholm.jpg
./images/test\Stockholm_crop_32.png,Barcelona.jpg
./images/test\Stockholm_crop_33.png,Barcelona.jpg
./images/test\Stockholm_crop_34.png,Barcelona.jpg
./images/test\Stockholm_crop_35.png,Barcelona.jpg
./images/test\Stockholm_crop_39.png,Barcelona.jpg
./images/test\Stockholm_crop_4.png,Barcelona.jpg
./images/test\Stockholm_crop_40.png,Barcelona.jpg
./images/test\Stockholm_crop_41.png,Barcelona.jpg
./images/test\Stockholm_crop_42.png,Barcelona.jpg
./images/test\Stockholm_crop_43.png,Barcelona.jpg
./images/test\Stockholm_crop_44.png,Barcelona.jpg
./images/test\Stockholm_crop_45.png,Barcelona.jpg
./images/test\Stockholm_crop_46.png,Barcelona.jpg
./images/test\Stockholm_crop_47.png,Stockholm.jpg
./images/test\Stockholm_crop_48.png,Barcelona.jpg
./images/test\Stockholm_crop_49.png,Barcelona.jpg
./images/test\Stockholm_crop_5.png,Stockholm.jpg
./images/test\Stockholm_crop_50.png,Barcelona.jpg
./images/test\Stockholm_crop_51.png,Barcelona.jpg
./images/test\Stockholm_crop_52.png,Barcelona.jpg
./images/test\Stockholm_crop_54.png,Barcelona.jpg
./images/test\Stockholm_crop_55.png,Stockholm.jpg
./images/test\Stockholm_crop_56.png,Barcelona.jpg
./images/test\Stockholm_crop_57.png,Barcelona.jpg
./images/test\Stockholm_crop_58.png,Barcelona.jpg
./images/test\Stockholm_crop_59.png,Barcelona.jpg
./images/test\Stockholm_crop_6.png,Stockholm.jpg
./images/test\Stockholm_crop_61.png,Barcelona.jpg
./images/test\Stockholm_crop_62.png,Barcelona.jpg
./images/test\Stockholm_crop_63.png,Barcelona.jpg
./images/test\Stockholm_crop_65.png,Barcelona.jpg
./images/test\Stockholm_crop_66.png,Barcelona.jpg
./images/test\Stockholm_crop_68.png,Barcelona.jpg
./images/test\Stockholm_crop_69.png,Barcelona.jpg
./images/test\Stockholm_crop_7.png,Barcelona.jpg
./images/test\Stockholm_crop_70.png,Barcelona.jpg
./images/test\Stockholm_crop_72.png,Barcelona.jpg
./images/test\Stockholm_crop_74.png,Barcelona.jpg
./images/test\Stockholm_crop_75.png,Barcelona.jpg
./images/test\Stockholm_crop_76.png,Barcelona.jpg
./images/test\Stockholm_crop_77.png,Barcelona.jpg
./images/test\Stockholm_crop_78.png,Barcelona.jpg
./images/test\Stockholm_crop_79.png,Barcelona.jpg
./images/test\Stockholm_crop_8.png,Stockholm.jpg
./images/test\Stockholm_crop_82.png,Stockholm.jpg
./images/test\Stockholm_crop_83.png,Barcelona.jpg
./images/test\Stockholm_crop_84.png,Barcelona.jpg
./images/test\Stockholm_crop_85.png,Barcelona.jpg
./images/test\Stockholm_crop_86.png,Barcelona.jpg
./images/test\Stockholm_crop_87.png,Barcelona.jpg
./images/test\Stockholm_crop_88.png,Barcelona.jpg
./images/test\Stockholm_crop_89.png,Barcelona.jpg
./images/test\Stockholm_crop_9.png,Stockholm.jpg
./images/test\Stockholm_crop_90.png,Barcelona.jpg
./images/test\Stockholm_crop_91.png,Barcelona.jpg
./images/test\Stockholm_crop_92.png,Barcelona.jpg
./images/test\Stockholm_crop_93.png,Barcelona.jpg
./images/test\Stockholm_crop_94.png,Barcelona.jpg
./images/test\Stockholm_crop_95.png,Barcelona.jpg
./images/test\Stockholm_crop_96.png,Barcelona.jpg
./images/test\Stockholm_crop_97.png,Barcelona.jpg
./images/test\Stockholm_crop_98.png,Barcelona.jpg
./images/test\Tallinn_crop_0.png,Barcelona.jpg
./images/test\Tallinn_crop_1.png,Barcelona.jpg
./images/test\Tallinn_crop_11.png,Barcelona.jpg
./images/test\Tallinn_crop_13.png,Barcelona.jpg
./images/test\Tallinn_crop_14.png,Barcelona.jpg
./images/test\Tallinn_crop_15.png,Stockholm.jpg
./images/test\Tallinn_crop_16.png,Barcelona.jpg
./images/test\Tallinn_crop_17.png,Barcelona.jpg
./images/test\Tallinn_crop_18.png,Barcelona.jpg
./images/test\Tallinn_crop_19.png,Barcelona.jpg
./images/test\Tallinn_crop_2.png,Barcelona.jpg
./images/test\Tallinn_crop_22.png,Stockholm.jpg
./images/test\Tallinn_crop_25.png,Barcelona.jpg
./images/test\Tallinn_crop_26.png,Barcelona.jpg
./images/test\Tallinn_crop_27.png,Barcelona.jpg
./images/test\Tallinn_crop_29.png,Barcelona.jpg
./images/test\Tallinn_crop_3.png,Barcelona.jpg
./images/test\Tallinn_crop_30.png,Barcelona.jpg
./images/test\Tallinn_crop_31.png,Stockholm.jpg
./images/test\Tallinn_crop_32.png,Barcelona.jpg
./images/test\Tallinn_crop_34.png,Barcelona.jpg
./images/test\Tallinn_crop_36.png,Stockholm.jpg
./images/test\Tallinn_crop_37.png,Barcelona.jpg
./images/test\Tallinn_crop_39.png,Stockholm.jpg
./images/test\Tallinn_crop_4.png,Stockholm.jpg
./images/test\Tallinn_crop_40.png,Barcelona.jpg
./images/test\Tallinn_crop_41.png,Barcelona.jpg
./images/test\Tallinn_crop_42.png,Stockholm.jpg
./images/test\Tallinn_crop_45.png,Barcelona.jpg
./images/test\Tallinn_crop_46.png,Stockholm.jpg
./images/test\Tallinn_crop_47.png,Stockholm.jpg
./images/test\Tallinn_crop_48.png,Barcelona.jpg
./images/test\Tallinn_crop_50.png,Stockholm.jpg
./images/test\Tallinn_crop_51.png,Barcelona.jpg
./images/test\Tallinn_crop_52.png,Barcelona.jpg
./images/test\Tallinn_crop_55.png,Barcelona.jpg
./images/test\Tallinn_crop_56.png,Barcelona.jpg
./images/test\Tallinn_crop_57.png,Barcelona.jpg
./images/test\Tallinn_crop_58.png,Barcelona.jpg
./images/test\Tallinn_crop_59.png,Stockholm.jpg
./images/test\Tallinn_crop_6.png,Barcelona.jpg
./images/test\Tallinn_crop_61.png,Barcelona.jpg
./images/test\Tallinn_crop_63.png,Barcelona.jpg
./images/test\Tallinn_crop_64.png,Stockholm.jpg
./images/test\Tallinn_crop_65.png,Stockholm.jpg
./images/test\Tallinn_crop_66.png,Stockholm.jpg
./images/test\Tallinn_crop_67.png,Barcelona.jpg
./images/test\Tallinn_crop_68.png,Barcelona.jpg
./images/test\Tallinn_crop_69.png,Barcelona.jpg
./images/test\Tallinn_crop_7.png,Barcelona.jpg
./images/test\Tallinn_crop_70.png,Barcelona.jpg
./images/test\Tallinn_crop_72.png,Barcelona.jpg
./images/test\Tallinn_crop_73.png,Stockholm.jpg
./images/test\Tallinn_crop_74.png,Stockholm.jpg
./images/test\Tallinn_crop_75.png,Barcelona.jpg
./images/test\Tallinn_crop_76.png,Stockholm.jpg
./images/test\Tallinn_crop_78.png,Barcelona.jpg
./images/test\Tallinn_crop_79.png,Barcelona.jpg
./images/test\Tallinn_crop_80.png,Barcelona.jpg
./images/test\Tallinn_crop_81.png,Barcelona.jpg
./images/test\Tallinn_crop_82.png,Barcelona.jpg
./images/test\Tallinn_crop_83.png,Barcelona.jpg
./images/test\Tallinn_crop_84.png,Barcelona.jpg
./images/test\Tallinn_crop_85.png,Stockholm.jpg
./images/test\Tallinn_crop_86.png,Stockholm.jpg
./images/test\Tallinn_crop_89.png,Barcelona.jpg
./images/test\Tallinn_crop_9.png,Stockholm.jpg
./images/test\Tallinn_crop_91.png,Barcelona.jpg
./images/test\Tallinn_crop_92.png,Stockholm.jpg
./images/test\Tallinn_crop_93.png,Stockholm.jpg
./images/test\Tallinn_crop_94.png,Barcelona.jpg
./images/test\Tallinn_crop_95.png,Barcelona.jpg
./images/test\Tallinn_crop_96.png,Stockholm.jpg
./images/test\Tallinn_crop_98.png,Barcelona.jpg
./images/test\Tallinn_crop_99.png,Barcelona.jpg
./images/test\Zagreb_crop_0.png,Barcelona.jpg
./images/test\Zagreb_crop_1.png,Barcelona.jpg
./images/test\Zagreb_crop_10.png,Stockholm.jpg
./images/test\Zagreb_crop_11.png,Stockholm.jpg
./images/test\Zagreb_crop_12.png,Barcelona.jpg
./images/test\Zagreb_crop_13.png,Barcelona.jpg
./images/test\Zagreb_crop_14.png,Stockholm.jpg
./images/test\Zagreb_crop_15.png,Barcelona.jpg
./images/test\Zagreb_crop_16.png,Barcelona.jpg
./images/test\Zagreb_crop_17.png,Barcelona.jpg
./images/test\Zagreb_crop_18.png,Barcelona.jpg
./images/test\Zagreb_crop_19.png,Barcelona.jpg
./images/test\Zagreb_crop_2.png,Barcelona.jpg
./images/test\Zagreb_crop_20.png,Barcelona.jpg
./images/test\Zagreb_crop_21.png,Barcelona.jpg
./images/test\Zagreb_crop_22.png,Barcelona.jpg
./images/test\Zagreb_crop_23.png,Barcelona.jpg
./images/test\Zagreb_crop_24.png,Barcelona.jpg
./images/test\Zagreb_crop_25.png,Barcelona.jpg
./images/test\Zagreb_crop_26.png,Barcelona.jpg
./images/test\Zagreb_crop_27.png,Barcelona.jpg
./images/test\Zagreb_crop_28.png,Stockholm.jpg
./images/test\Zagreb_crop_29.png,Barcelona.jpg
./images/test\Zagreb_crop_3.png,Barcelona.jpg
./images/test\Zagreb_crop_30.png,Barcelona.jpg
./images/test\Zagreb_crop_31.png,Barcelona.jpg
./images/test\Zagreb_crop_32.png,Barcelona.jpg
./images/test\Zagreb_crop_33.png,Barcelona.jpg
./images/test\Zagreb_crop_34.png,Barcelona.jpg
./images/test\Zagreb_crop_35.png,Barcelona.jpg
./images/test\Zagreb_crop_36.png,Barcelona.jpg
./images/test\Zagreb_crop_37.png,Barcelona.jpg
./images/test\Zagreb_crop_38.png,Barcelona.jpg
./images/test\Zagreb_crop_39.png,Stockholm.jpg
./images/test\Zagreb_crop_4.png,Barcelona.jpg
./images/test\Zagreb_crop_40.png,Barcelona.jpg
./images/test\Zagreb_crop_41.png,Barcelona.jpg
./images/test\Zagreb_crop_42.png,Barcelona.jpg
./images/test\Zagreb_crop_43.png,Barcelona.jpg
./images/test\Zagreb_crop_44.png,Stockholm.jpg
./images/test\Zagreb_crop_45.png,Barcelona.jpg
./images/test\Zagreb_crop_46.png,Barcelona.jpg
./images/test\Zagreb_crop_47.png,Stockholm.jpg
./images/test\Zagreb_crop_48.png,Barcelona.jpg
./images/test\Zagreb_crop_49.png,Barcelona.jpg
./images/test\Zagreb_crop_5.png,Barcelona.jpg
./images/test\Zagreb_crop_50.png,Barcelona.jpg
./images/test\Zagreb_crop_51.png,Barcelona.jpg
./images/test\Zagreb_crop_52.png,Stockholm.jpg
./images/test\Zagreb_crop_53.png,Barcelona.jpg
./images/test\Zagreb_crop_54.png,Barcelona.jpg
./images/test\Zagreb_crop_55.png,Barcelona.jpg
./images/test\Zagreb_crop_56.png,Barcelona.jpg
./images/test\Zagreb_crop_57.png,Barcelona.jpg
./images/test\Zagreb_crop_58.png,Barcelona.jpg
./images/test\Zagreb_crop_59.png,Stockholm.jpg
./images/test\Zagreb_crop_6.png,Barcelona.jpg
./images/test\Zagreb_crop_60.png,Barcelona.jpg
./images/test\Zagreb_crop_61.png,Barcelona.jpg
./images/test\Zagreb_crop_62.png,Barcelona.jpg
./images/test\Zagreb_crop_63.png,Barcelona.jpg
./images/test\Zagreb_crop_64.png,Barcelona.jpg
./images/test\Zagreb_crop_65.png,Barcelona.jpg
./images/test\Zagreb_crop_66.png,Barcelona.jpg
./images/test\Zagreb_crop_67.png,Barcelona.jpg
./images/test\Zagreb_crop_68.png,Barcelona.jpg
./images/test\Zagreb_crop_69.png,Barcelona.jpg
./images/test\Zagreb_crop_7.png,Barcelona.jpg
./images/test\Zagreb_crop_70.png,Barcelona.jpg
./images/test\Zagreb_crop_71.png,Barcelona.jpg
./images/test\Zagreb_crop_72.png,Barcelona.jpg
./images/test\Zagreb_crop_73.png,Stockholm.jpg
./images/test\Zagreb_crop_74.png,Barcelona.jpg
./images/test\Zagreb_crop_75.png,Barcelona.jpg
./images/test\Zagreb_crop_76.png,Barcelona.jpg
./images/test\Zagreb_crop_77.png,Barcelona.jpg
./images/test\Zagreb_crop_78.png,Barcelona.jpg
./images/test\Zagreb_crop_79.png,Barcelona.jpg
./images/test\Zagreb_crop_8.png,Barcelona.jpg
./images/test\Zagreb_crop_80.png,Barcelona.jpg
./images/test\Zagreb_crop_81.png,Barcelona.jpg
./images/test\Zagreb_crop_82.png,Barcelona.jpg
./images/test\Zagreb_crop_83.png,Barcelona.jpg
./images/test\Zagreb_crop_84.png,Barcelona.jpg
./images/test\Zagreb_crop_85.png,Barcelona.jpg
./images/test\Zagreb_crop_86.png,Barcelona.jpg
./images/test\Zagreb_crop_87.png,Barcelona.jpg
./images/test\Zagreb_crop_88.png,Barcelona.jpg
./images/test\Zagreb_crop_89.png,Barcelona.jpg
./images/test\Zagreb_crop_9.png,Barcelona.jpg
./images/test\Zagreb_crop_90.png,Barcelona.jpg
./images/test\Zagreb_crop_91.png,Barcelona.jpg
./images/test\Zagreb_crop_92.png,Barcelona.jpg
./images/test\Zagreb_crop_93.png,Barcelona.jpg
./images/test\Zagreb_crop_94.png,Barcelona.jpg
./images/test\Zagreb_crop_95.png,Barcelona.jpg
./images/test\Zagreb_crop_96.png,Barcelona.jpg
./images/test\Zagreb_crop_97.png,Barcelona.jpg
./images/test\Zagreb_crop_98.png,Barcelona.jpg
./images/test\Zagreb_crop_99.png,Stockholm.jpg
